id,customer,status,amount,currency,interval,cancel_at_period_end,canceled_at,cancel_at,trial_start,trial_end,current_period_start,current_period_end,description,default_payment_method,latest_invoice,start_date,created
sub_4749544cbe8348cb9a4dc349,cus_d813b3aab9b0499a8b31c1c7,active,7900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Team Plan,pm_a60240841ca14ffc81343eca,in_d6d4d9c7458149c2b0f5fc74,2026-03-23T00:00:00Z,2026-03-23T18:41:00Z
sub_069adc9a3b6b4f799f08d37a,cus_93ab7b19fefd419cad229568,active,7900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Team Plan,pm_46bdd15be45648aba98a1c5b,in_92d7afd6d221462bb0e253a4,2026-03-23T00:00:00Z,2026-03-23T09:12:00Z
sub_6493781dc1ee4d369c7db43d,cus_c87da4814dce4fc2aaac2573,canceled,4900,usd,month,False,2026-03-29T12:45:00Z,,,,2026-03-23T00:00:00Z,2026-04-22T00:00:00Z,Pro Plan,pm_13644704aa2f43dfae8bc460,in_d02f403c9b1f405fbc0c9ea3,2026-03-23T00:00:00Z,2026-03-23T11:49:00Z
sub_11ba837bce0441fa98268b0c,cus_218443b600e24c4ea0831fce,active,3900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Growth Plan,pm_6f0a2764d9944aea8e475fa9,in_20d4f81ded594270b9090181,2026-03-23T00:00:00Z,2026-03-23T18:49:00Z
sub_0e9f6076f4fe478b8bb4da67,cus_b911858994d14b85a667bff9,active,2900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Starter Plan,pm_fd8430085c0d4afaa5db56b7,in_c719e00c76ca49f187834a20,2026-03-23T00:00:00Z,2026-03-23T19:27:00Z
sub_5742dfb4b0e54b3fb0e879de,cus_cb73f6e702254663a45d159e,canceled,7900,usd,month,False,2026-04-04T15:18:00Z,,,,2026-03-23T00:00:00Z,2026-04-22T00:00:00Z,Team Plan,pm_fa0c283a7d84470583c8f6a0,in_25a6c5b2506f48398f1dc52b,2026-03-23T00:00:00Z,2026-03-23T09:49:00Z
sub_6f3a26a707914a5a96ac2e81,cus_dbafc4e3f61347fd9a2a460c,active,4900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Pro Plan,pm_a8e6c4687b7f47309eb7e3f9,in_cf0712a414ce457cbf6097aa,2026-03-23T00:00:00Z,2026-03-23T18:28:00Z
sub_7b4985ab44bd4dbfb50f771d,cus_bb405b3d747d448fa3ee53d4,active,4900,usd,month,False,,,,,2026-04-22T00:00:00Z,2026-05-22T00:00:00Z,Pro Plan,pm_27f212e5c9e944e096fa2638,in_dfd86f48feff43c48e18d09b,2026-03-23T00:00:00Z,2026-03-23T18:20:00Z
sub_3daa9bab13cc4ab6aa38e0d6,cus_35b418054db94d0c9b39bc08,active,3900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Growth Plan,pm_4eb11acf8ff24535a5da2518,in_dfc749d2af4d472f8ec567fb,2026-03-24T00:00:00Z,2026-03-24T15:24:00Z
sub_1bc7ae40ee9b47e8a0c2e038,cus_ef26e6b148d34c2bb4292b0f,active,3900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Growth Plan,pm_9ab65e5b519848a0ab9bc9e6,in_9ed2c33e05484ab285333e56,2026-03-24T00:00:00Z,2026-03-24T12:24:00Z
sub_ac544ec04a694e6192709c4a,cus_ddf73d5659324dacaf71b0b8,active,7900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Team Plan,pm_913b58016c624a3da8b58785,in_44d50ef881624c14adc2a65a,2026-03-24T00:00:00Z,2026-03-24T11:45:00Z
sub_ca9522d6905043e78e7e5538,cus_463f321541ff4339be213573,active,2900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Starter Plan,pm_a5f375fb63914cd7abd488be,in_46c77b8511c641689354ba26,2026-03-24T00:00:00Z,2026-03-24T18:36:00Z
sub_33eb906baaf54d54a17b811b,cus_943acde021724d9088180e7d,active,2900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Starter Plan,pm_13c8bf4e7d7647879de695c2,in_9beed69fce0f4a258ceb7965,2026-03-24T00:00:00Z,2026-03-24T18:12:00Z
sub_f90a3cac523a488695c4f430,cus_fd769b8e6e6e4337bab9435a,active,3900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Growth Plan,pm_b0cd3e8a63c84ba8aec4f6ce,in_31371ce4396e4bffaaf46e04,2026-03-24T00:00:00Z,2026-03-24T09:17:00Z
sub_1cfa1b5d66654d30b7637d06,cus_cbc04caeef3f4f18a6069213,active,3900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Growth Plan,pm_9258f3e4b76f469c87e9c1e0,in_b1bd0bdb480142e99281e622,2026-03-24T00:00:00Z,2026-03-24T12:48:00Z
sub_756febf95a77454aa737dd16,cus_9830dd7eb8e34ca684d0b6c5,active,4900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Pro Plan,pm_5a25d4113a39493ba631fc59,in_2bfd5bd88ed74244be1a4534,2026-03-24T00:00:00Z,2026-03-24T10:00:00Z
sub_d8d97236c6b7412cbe606c28,cus_1f082c500caf449eb381c481,active,2900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Starter Plan,pm_2e57aecfd81a42a1abfc27cb,in_fec3953b844e417fbd55b82a,2026-03-24T00:00:00Z,2026-03-24T15:52:00Z
sub_932d16eb074f4f07a9255118,cus_3b9193983bb744ebbfebc3a0,active,3900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Growth Plan,pm_38ab59f7f7ef4d5889ba3dd2,in_919861cfe1ac4f739ca499ea,2026-03-24T00:00:00Z,2026-03-24T11:14:00Z
sub_ea4e716b7a7047048175f4d9,cus_78ca4923703a437ebb2e8549,active,7900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Team Plan,pm_b6821bb4f7da45cdaf3f8a25,in_d8fe3bec7a0849889dbab9de,2026-03-24T00:00:00Z,2026-03-24T09:32:00Z
sub_a4200a4e67eb421181734758,cus_8b1426f69612407aadd823f7,active,2900,usd,month,False,,,,,2026-04-23T00:00:00Z,2026-05-23T00:00:00Z,Starter Plan,pm_19947d052c1a4c569ffddf67,in_3ea70164aa8d4036863e1bc4,2026-03-24T00:00:00Z,2026-03-24T15:46:00Z
sub_b5cf1337fa53485a97949095,cus_235e71c886b549c6bf342857,active,3900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Growth Plan,pm_0b938fcd69a74990b6b63bd0,in_5b76f7ccf8734704814d88cd,2026-03-25T00:00:00Z,2026-03-25T16:14:00Z
sub_c09815c010634a70bded22a0,cus_5c50a1feb66f4ea6a60fc595,active,2900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Starter Plan,pm_75bcf6ec747d46d7bc5e833f,in_5b6fef8544b84c7e9a9d32cc,2026-03-25T00:00:00Z,2026-03-25T12:09:00Z
sub_61dd5ea657bf467498e7f390,cus_43fbd920ea824eb9a078c18d,active,3900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Growth Plan,pm_f931ba5e456443dcb276dbbd,in_d616435e99e74564a4afff7c,2026-03-25T00:00:00Z,2026-03-25T12:32:00Z
sub_4315f96ba939456fa924458b,cus_4dc432924ee84b43b0673adf,active,3900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Growth Plan,pm_b16c1985a03e4111bed56702,in_25d9b250f1bf4d5fabc87d9c,2026-03-25T00:00:00Z,2026-03-25T19:02:00Z
sub_e0de621f154e4b90b5be58bd,cus_17c9de04810d4cea88ed2601,active,2900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Starter Plan,pm_5e01c228e78746c5a8689cf7,in_685fb588ffd84cc7932e565a,2026-03-25T00:00:00Z,2026-03-25T13:59:00Z
sub_37c8742f3ee347be82723236,cus_b8b5522ce0f04a5e929acfad,active,3900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Growth Plan,pm_d1e90fee493e400087512173,in_bc4a131d983142e4ad239fa8,2026-03-25T00:00:00Z,2026-03-25T13:25:00Z
sub_23447c5ad0304b32b19525f8,cus_70670836ad994d438fdb7e40,active,3900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Growth Plan,pm_11f7da92dc5e4d7bbf272c79,in_1d89dee0b8d6489f9d907d3d,2026-03-25T00:00:00Z,2026-03-25T09:36:00Z
sub_ec9d5a0a20d546acace26ce4,cus_102202c94aa94905ac9e7798,active,7900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Team Plan,pm_5578abe377224027a45abe79,in_baaa43312fc14f5c949a51d3,2026-03-25T00:00:00Z,2026-03-25T14:38:00Z
sub_124cba32310d49f9a26a0c33,cus_dcbc0a3384224d80889b0e8f,active,2900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Starter Plan,pm_24d4930cc55641629938e590,in_5381d12b392342e7b73c1b74,2026-03-25T00:00:00Z,2026-03-25T18:52:00Z
sub_d150d1aba85948a689975e15,cus_92d6f30b8ec1424ab0dec860,canceled,14900,usd,month,False,2026-03-26T06:32:00Z,,,,2026-03-25T00:00:00Z,2026-04-24T00:00:00Z,Enterprise Plan,pm_8b67290e1ac6440fa2799ec9,in_640b02f4f8784a50ad1732e6,2026-03-25T00:00:00Z,2026-03-25T11:13:00Z
sub_2210d808dea64ba9a6597278,cus_ea01056802b64fc39387725f,active,14900,usd,month,False,,,,,2026-04-24T00:00:00Z,2026-05-24T00:00:00Z,Enterprise Plan,pm_253e274160c64330b8cf867f,in_9d5d1ac519174409b27030cf,2026-03-25T00:00:00Z,2026-03-25T19:04:00Z
sub_bd178ab9502240dab7fb8fc9,cus_4c7147750df14655994a30a8,active,14900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Enterprise Plan,pm_bc773dbd019c4c5987ba0fab,in_228662b1b89c4d76aad3a843,2026-03-26T00:00:00Z,2026-03-26T15:02:00Z
sub_070168b1c0934b64bf60e103,cus_8e8fc39625ac4dbc8b57b51d,active,7900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Team Plan,pm_9810d7de82864be7b6e4f299,in_097952fc39ee4cb9aae86822,2026-03-26T00:00:00Z,2026-03-26T15:49:00Z
sub_e91f8ac359f844a8b62aec72,cus_9fbb5e65be184ed793fd08fe,active,14900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Enterprise Plan,pm_6e19d1c99e924895927c252b,in_35288c1f52d945fbb32874a4,2026-03-26T00:00:00Z,2026-03-26T20:32:00Z
sub_3ea8daac776744e08a50c6fe,cus_0f9c342d9eec404a80114810,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_3cf1ad5a63ed420a87d49f84,in_97225ad71d99499597f82378,2026-03-26T00:00:00Z,2026-03-26T11:13:00Z
sub_cef1c6e05c194a76ab9138f1,cus_5cf1720ed4c14b57812406f4,active,4900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Pro Plan,pm_774c79c2c826443fb4feb767,in_84c6b583a4f54b7c9e8d8b0b,2026-03-26T00:00:00Z,2026-03-26T18:58:00Z
sub_9a6cb80fd0ce480cb114c1dd,cus_e2f88c6f4da241ac911a12bc,active,3900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Growth Plan,pm_268ae5e49b9f42799d049594,in_db552e89dec4462fb3c9a8df,2026-03-26T00:00:00Z,2026-03-26T10:23:00Z
sub_a88e993c724e4a198fe00108,cus_dbe021fcdb4e403da1c1b410,active,2900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Starter Plan,pm_ca073acbaec5452188d3c9f7,in_0cf5e81408944a89a70b73d0,2026-03-26T00:00:00Z,2026-03-26T09:16:00Z
sub_9733b76f67e1412590966366,cus_43a3e07dee794479a32b037d,active,2900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Starter Plan,pm_f17154d2c43242cf837debfe,in_3cd0ce739e484174ad60f315,2026-03-26T00:00:00Z,2026-03-26T15:22:00Z
sub_87361f2c1be0424c9bb9394d,cus_f35b58f3020940d6b2d77d4c,active,2900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Starter Plan,pm_3a3544154d2d41759e6e4526,in_7bf01063d0e045efb41770c6,2026-03-26T00:00:00Z,2026-03-26T20:14:00Z
sub_e5e9dead7d704b018a3c6337,cus_9818e2e91ea24368a576bec8,active,3900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Growth Plan,pm_74adf13279d542158f3f0761,in_774e27f8b35641ad97bf0210,2026-03-26T00:00:00Z,2026-03-26T11:33:00Z
sub_23dd7076e2eb471e8ff248fd,cus_0cffb9fb78ad4dbd8398a6ea,active,3900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Growth Plan,pm_db8e682fbe1e4a398aa0cf64,in_f824054bcd5f4ceeabc4f4f4,2026-03-26T00:00:00Z,2026-03-26T15:27:00Z
sub_da58a75f2cde4cad8b3b3e30,cus_28d00dfd1cb844d3a3dc60d6,active,3900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Growth Plan,pm_b1309d79763b408f95ee8c64,in_4b29a507750549ad9f726d7f,2026-03-26T00:00:00Z,2026-03-26T14:19:00Z
sub_d666eb0dfe7b44d587ad8017,cus_090d7e51be6a43c29147d8c0,active,2900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Starter Plan,pm_8b33dd4cb58f4606a5deb89d,in_7a165f5b63584f689be69117,2026-03-26T00:00:00Z,2026-03-26T18:39:00Z
sub_94000b4c3da64a008d8ac107,cus_ae6fd7da9dac4e438d4135e0,active,7900,usd,month,False,,,,,2026-04-25T00:00:00Z,2026-05-25T00:00:00Z,Team Plan,pm_206bf2c7a32e4a79b743e69c,in_754a188aafe54315bb418978,2026-03-26T00:00:00Z,2026-03-26T12:58:00Z
sub_55c9ba3a4c86486db1c497d0,cus_84171536ee0144fb9f9ac972,active,7900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Team Plan,pm_a46573f9135e41cc967ef7f9,in_a476fe2093ba4f1195e13686,2026-03-27T00:00:00Z,2026-03-27T21:59:00Z
sub_2dd5142609664fe6a06ef277,cus_e9aed1de4d084f879aeecd5f,active,7900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Team Plan,pm_d060d272e6f54f919c1895e3,in_1002fb8f464d49b09a8786f6,2026-03-27T00:00:00Z,2026-03-27T08:19:00Z
sub_8a2f1d3c98ce40c2989840a3,cus_9523374ae5244061b77e5986,active,2900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Starter Plan,pm_778926af68ac47fcb9b4c856,in_7284e7c9bdbe430fb55434e8,2026-03-27T00:00:00Z,2026-03-27T18:43:00Z
sub_897ffdb25df74283b53f9539,cus_e954373b62a44e989f1bec2f,canceled,2900,usd,month,False,2026-04-27T14:12:00Z,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Starter Plan,pm_76fe3c42e50946e3854f5544,in_5f0e7565134945a09c082d44,2026-03-27T00:00:00Z,2026-03-27T08:12:00Z
sub_f585e87104fe47169e715757,cus_0c6d06e893834030bb9a3459,active,7900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Team Plan,pm_1e4ec7ac3e3e44f382b59d0f,in_fb967e42f7fd4078a275b9b4,2026-03-27T00:00:00Z,2026-03-27T18:14:00Z
sub_4dcd88e3f8f140df87337310,cus_e206aab986ee44ecb5629c34,active,4900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Pro Plan,pm_2f0ddc023160407fbe1a014b,in_53b602af624546bfafe2f222,2026-03-27T00:00:00Z,2026-03-27T15:36:00Z
sub_ee7151b94ed24812b37e6e96,cus_6cbd7c9859e14fd3a5a23c42,active,14900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Enterprise Plan,pm_8df5eae7d87148848be87c7e,in_5cbc04cf1635436495d0701a,2026-03-27T00:00:00Z,2026-03-27T17:06:00Z
sub_51713bcf3dad468e862f98a9,cus_c971e172c93a4d2d8559955b,active,3900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Growth Plan,pm_eb9b37d204254326b936c2c5,in_aa1b9d0c30ea4fbc8bbc45ed,2026-03-27T00:00:00Z,2026-03-27T13:58:00Z
sub_a43300081f484fca9735f810,cus_681c86f58d5a43fbafe7db56,active,2900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Starter Plan,pm_d8c87b1dabfa4abb9a377964,in_852e1a2c68bf41d290cd9a30,2026-03-27T00:00:00Z,2026-03-27T15:46:00Z
sub_a15d04c1cfb34655a50acabd,cus_c84ce1c1fc494a409521577c,active,2900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Starter Plan,pm_cfaeb8943e0344388f87a43e,in_8790f6efd45b43df9c59b357,2026-03-27T00:00:00Z,2026-03-27T22:30:00Z
sub_47974c37cc294d708c47529b,cus_78ffd0330c6640ef962f6c4f,active,4900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Pro Plan,pm_604474a564b64bc6a02343fa,in_134c2f5a6fd0429c99e56f43,2026-03-27T00:00:00Z,2026-03-27T16:54:00Z
sub_56bf47ce1aba4b2fbb02bb93,cus_79e6136e2a584fc1af4ac7c1,active,4900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Pro Plan,pm_91e07bb355714be299443592,in_1b56b0db25854aa98dfed00b,2026-03-27T00:00:00Z,2026-03-27T20:25:00Z
sub_8d00b5592d7a4e74a097f430,cus_8493318c10dc4e5e98fde52e,active,4900,usd,month,False,,,,,2026-04-26T00:00:00Z,2026-05-26T00:00:00Z,Pro Plan,pm_9e0350cfa7204f6cbf56deb2,in_d783e07867a9422894e17333,2026-03-27T00:00:00Z,2026-03-27T13:49:00Z
sub_853da45369c94fb7a0bfb0ec,cus_8944283a992c488696b66fde,active,14900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Enterprise Plan,pm_cc95f3a023984d20b1591e64,in_61b948d2c9f34714a97d33f5,2026-03-28T00:00:00Z,2026-03-28T08:52:00Z
sub_c35c58695ca34b6b9b557132,cus_be49e6b520874b4baa6f17b9,active,7900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Team Plan,pm_1466ded844c149f8afe9216d,in_24ac2b2cc8784a8e8b1064a7,2026-03-28T00:00:00Z,2026-03-28T13:28:00Z
sub_62eb7bde2e684f42944e825f,cus_621092f1786941a4a26fbd76,active,4900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Pro Plan,pm_b06e38bfa3294a2aa7effeae,in_124ddbee6d184e47a2aa40c3,2026-03-28T00:00:00Z,2026-03-28T22:12:00Z
sub_cfdc4f5b8a494dd5b9b6edb9,cus_c2c47cd51d314811b8be35e2,active,2900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Starter Plan,pm_5eff15a495a342bca1d57a1a,in_72a90346d9b5446781849772,2026-03-28T00:00:00Z,2026-03-28T18:01:00Z
sub_167b077964cb4bf9ad41f521,cus_8cfb48299aeb4a8a80c54acd,active,3900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Growth Plan,pm_77bb4a3f09714c37a2a27184,in_fe10ae75b4b44bf7a9169990,2026-03-28T00:00:00Z,2026-03-28T08:44:00Z
sub_a3b841a2e2c042279b60d008,cus_959a82eb1c1c40cb9affad43,active,3900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Growth Plan,pm_9f25e9bd167b48f1a2f73975,in_281f9e542ed545d38e0450d2,2026-03-28T00:00:00Z,2026-03-28T17:12:00Z
sub_235122e746ac4958912b78f3,cus_bbc5af554a5a413cb83e7a26,active,4900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Pro Plan,pm_9a997d4c7f8f4c0aa928d6ab,in_7ab5d260cbb14ca4bca60881,2026-03-28T00:00:00Z,2026-03-28T10:50:00Z
sub_35e82ffb4ffe43f0ab445409,cus_05aa1201b0454261b181e7f3,active,4900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Pro Plan,pm_09ef058b4a474978b0fb11cd,in_67d8886e6d9246f49558deeb,2026-03-28T00:00:00Z,2026-03-28T22:54:00Z
sub_094fc68f05924f2cb5cc1e40,cus_780700ddfba14a268b5ad473,active,2900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Starter Plan,pm_333ca3ebf5a14e589a11e74c,in_328b0296d1d149ee94731fe4,2026-03-28T00:00:00Z,2026-03-28T20:01:00Z
sub_d2caba18e39446efb42d8984,cus_62f4a01780b0412983613e7a,active,2900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Starter Plan,pm_2d0ff16a496e4e1a8dcd245e,in_152e5025cbbf431f89d1bf14,2026-03-28T00:00:00Z,2026-03-28T15:51:00Z
sub_6bd8c38d1a6f447985dc7c32,cus_2a68395eafde4701897a2df4,active,2900,usd,month,False,,,,,2026-04-27T00:00:00Z,2026-05-27T00:00:00Z,Starter Plan,pm_dc092d90d05f454399bc51c9,in_255333401c544078b0641841,2026-03-28T00:00:00Z,2026-03-28T21:22:00Z
sub_4091494ffb4d44d4b3ec99a0,cus_a5ce8ec598a445408c449cef,active,7900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Team Plan,pm_0a92c19e24fc4ac78a360842,in_786ec608d72f4cab95cb5fda,2026-03-29T00:00:00Z,2026-03-29T19:31:00Z
sub_418c708c43cf4a73bb01fa5e,cus_b3daadcdde1f4ef185d09fce,active,3900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Growth Plan,pm_d1003d70a05f44ea937c4104,in_bf4d9105a1b246208795ace2,2026-03-29T00:00:00Z,2026-03-29T14:24:00Z
sub_a046dc0da9104ee9bb8fd6c1,cus_ae5798d39bf0436fa0ab35c0,active,2900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Starter Plan,pm_5448ab75acb14c1eb5b8e50b,in_bf3f97c175044cfcb9e233b2,2026-03-29T00:00:00Z,2026-03-29T12:15:00Z
sub_88d9b0c8852c49648b169e8b,cus_b73fc16516534d87806df934,active,2900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Starter Plan,pm_ebbb77c889c940338d20b32b,in_37cc0cd803ce46789f6646c5,2026-03-29T00:00:00Z,2026-03-29T15:21:00Z
sub_b2c91045d1ad4e0ba78f3611,cus_9be6a597eab645f4b6e5337f,active,7900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Team Plan,pm_0276e24d465245afba22cc23,in_fb8c8b98a6164ee9a004394e,2026-03-29T00:00:00Z,2026-03-29T21:17:00Z
sub_f039d17121fd4133b3ec5bc5,cus_01fc4c9a40c3439d908c8ebc,active,2900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Starter Plan,pm_23f8d765647e4d2d95e307f4,in_b6803c1a98ec437ea365ad6e,2026-03-29T00:00:00Z,2026-03-29T20:41:00Z
sub_e9d412311a64494c8caaf8ec,cus_1fb27aa3e1da4dc38295b8dc,active,14900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Enterprise Plan,pm_f9167f4ce20d424eb2447cc2,in_9c508d68a9d04e2b8247c721,2026-03-29T00:00:00Z,2026-03-29T18:22:00Z
sub_642183fefa304ff5badb14fc,cus_01fde60a18f34e7f830fc645,active,4900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Pro Plan,pm_ca8d23bffede4d9ca0af9335,in_55068c5ef345424f9c003391,2026-03-29T00:00:00Z,2026-03-29T13:13:00Z
sub_604c362ec77943e3ae99e783,cus_cdd44b29151740129fc19f87,active,2900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Starter Plan,pm_df85ac21d84b4caba3d5f6ba,in_30c24a8689b942b9b922e095,2026-03-29T00:00:00Z,2026-03-29T22:05:00Z
sub_1701e298fb6b4780bd74c8ca,cus_b82a0e4895724ecc91e80f8e,active,14900,usd,month,False,,,,,2026-04-28T00:00:00Z,2026-05-28T00:00:00Z,Enterprise Plan,pm_24c53bba9f3b4a6497415a21,in_8ce00742ba7a41f781289768,2026-03-29T00:00:00Z,2026-03-29T18:17:00Z
sub_0f3bf0d10fc6443f91a3540c,cus_464aee39f038482d83fa5aa1,active,7900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Team Plan,pm_501c9ebde9e2414099104f58,in_dc60dea9a3c14b9ba49ac4ea,2026-03-30T00:00:00Z,2026-03-30T22:22:00Z
sub_09d0129ec90b47ab8a0c0edd,cus_2558103b793648cb82a91857,active,3900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Growth Plan,pm_0f45708c86fa47dc9e90b7d5,in_0a825792c98449f8b75a5889,2026-03-30T00:00:00Z,2026-03-30T16:53:00Z
sub_5de5794e0acf460290cc3386,cus_c58699c172e34f52943a642a,active,2900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Starter Plan,pm_62f1bbe9f45d439a84c0584a,in_4c70512f612246eb962d1b68,2026-03-30T00:00:00Z,2026-03-30T21:59:00Z
sub_904ee2a4bb3149898eb17f46,cus_8e603f1ce89d4629a33cc83c,active,4900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Pro Plan,pm_c77f71af2c1744f1b73bf044,in_31d7e50abfcb45bea06c8813,2026-03-30T00:00:00Z,2026-03-30T19:38:00Z
sub_d9de0d0521034466a0d0fb69,cus_45f1017d3def4c12b49f5171,active,7900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Team Plan,pm_e28dd4c98e8d4063a4831a42,in_310d8c394c47458dadcd369a,2026-03-30T00:00:00Z,2026-03-30T14:07:00Z
sub_cff8bfd5ca2b4030b98a41f3,cus_9e7186f1c95f4cdcb78058df,active,2900,usd,month,False,,,,,2026-03-30T00:00:00Z,2026-04-29T00:00:00Z,Starter Plan,pm_2afa5115c2124f6b900c6514,in_5921b31ca22f4ad2b950b057,2026-03-30T00:00:00Z,2026-03-30T09:20:00Z
